ID,ID_przejazdu,Data,Godzina,Miejsce,Typ,Odchyl_od_poprawnej_wartosci
328,245,2001-01-08 00:00:01,09:11,315,Jazda na zbyt wysokich obrotach,1500
329,314,2001-04-23 00:00:01,08:06,604,Przekroczenie predkosci,40
330,124,2001-01-07 00:00:01,03:12,199,Niedostosowanie sie do znaku nakazu/zakazu,1
331,156,2001-01-29 00:00:01,08:35,738,Parking w niedozwolonym miejscu,1
332,834,2001-04-30 00:00:01,14:39,993,Niedostosowanie sie do znaku nakazu/zakazu,1
333,398,2001-03-27 00:00:01,14:36,960,Niedostosowanie sie do znaku nakazu/zakazu,1
334,374,2001-01-08 00:00:01,14:03,367,Jazda na zbyt wysokich obrotach,1000
335,315,2001-04-20 00:00:01,14:56,900,Niedostosowanie sie do znaku nakazu/zakazu,1
336,251,2001-01-13 00:00:01,18:57,526,Gwaltowne hamowanie,1
337,972,2001-01-03 00:00:01,19:13,589,Jazda na zbyt wysokich obrotach,2500
338,46,2001-02-25 00:00:01,09:27,732,Parking w niedozwolonym miejscu,1
339,542,2001-01-12 00:00:01,12:11,629,Parking w niedozwolonym miejscu,1
340,18,2001-05-23 00:00:01,08:42,735,Przekroczenie predkosci,30
341,101,2001-03-18 00:00:01,18:43,610,Przekroczenie predkosci,30
342,179,2001-01-09 00:00:01,14:06,157,Nieprzepisowa zmiana pasa ruchu,1
343,413,2001-02-27 00:00:01,07:57,563,Niedostosowanie sie do znaku nakazu/zakazu,1
344,926,2001-01-24 00:00:01,15:38,19,Niedostosowanie sie do znaku nakazu/zakazu,1
345,413,2001-05-20 00:00:01,18:39,698,Parking w niedozwolonym miejscu,1
346,695,2001-02-11 00:00:01,10:55,838,Niedostosowanie sie do znaku nakazu/zakazu,1
347,317,2001-01-04 00:00:01,01:50,681,Przekroczenie predkosci,40
348,207,2001-03-09 00:00:01,04:55,107,Niedostosowanie sie do znaku nakazu/zakazu,1
349,99,2001-04-12 00:00:01,09:41,529,Parking w niedozwolonym miejscu,1
350,649,2001-05-24 00:00:01,13:35,342,Przekroczenie predkosci,20
351,1,2001-04-05 00:00:01,22:33,406,Nieprzepisowa zmiana pasa ruchu,1
352,946,2001-04-18 00:00:01,00:13,871,Nieprzepisowa zmiana pasa ruchu,1
353,239,2001-05-29 00:00:01,14:56,387,Parking w niedozwolonym miejscu,1
354,149,2001-05-09 00:00:01,22:54,499,Jazda na zbyt wysokich obrotach,1000
355,859,2001-01-21 00:00:01,06:22,421,Jazda na zbyt wysokich obrotach,2000
356,181,2001-05-04 00:00:01,08:21,469,Przekroczenie predkosci,30
357,680,2001-03-30 00:00:01,13:01,324,Przekroczenie predkosci,20
358,395,2001-05-15 00:00:01,22:16,402,Przekroczenie predkosci,50
359,295,2001-01-24 00:00:01,19:44,451,Gwaltowne hamowanie,1
360,477,2001-03-07 00:00:01,16:27,5,Parking w niedozwolonym miejscu,1
361,508,2001-02-07 00:00:01,01:51,380,Parking w niedozwolonym miejscu,1
362,311,2001-05-19 00:00:01,08:13,322,Parking w niedozwolonym miejscu,1
363,636,2001-01-18 00:00:01,19:17,782,Gwaltowne hamowanie,1
364,47,2001-03-15 00:00:01,06:51,614,Niedostosowanie sie do znaku nakazu/zakazu,1
365,276,2001-05-27 00:00:01,09:02,87,Parking w niedozwolonym miejscu,1
366,50,2001-02-02 00:00:01,04:21,500,Przekroczenie predkosci,20
367,376,2001-03-19 00:00:01,11:25,767,Jazda na zbyt wysokich obrotach,1500
368,383,2001-01-14 00:00:01,11:04,875,Parking w niedozwolonym miejscu,1
369,380,2001-05-14 00:00:01,07:00,572,Gwaltowne hamowanie,1
370,725,2001-01-28 00:00:01,05:23,183,Jazda na zbyt wysokich obrotach,1500
371,121,2001-01-15 00:00:01,12:52,242,Niedostosowanie sie do znaku nakazu/zakazu,1
372,187,2001-04-12 00:00:01,05:13,333,Przekroczenie predkosci,30
373,922,2001-05-08 00:00:01,00:25,529,Parking w niedozwolonym miejscu,1
374,419,2001-02-17 00:00:01,21:00,200,Parking w niedozwolonym miejscu,1
375,932,2001-03-27 00:00:01,14:23,649,Nieprzepisowa zmiana pasa ruchu,1
376,902,2001-01-26 00:00:01,15:27,341,Niedostosowanie sie do znaku nakazu/zakazu,1
377,55,2001-01-26 00:00:01,21:37,22,Jazda na zbyt wysokich obrotach,1500
378,965,2001-01-05 00:00:01,10:07,469,Parking w niedozwolonym miejscu,1
379,228,2001-02-19 00:00:01,20:23,744,Parking w niedozwolonym miejscu,1
380,349,2001-04-30 00:00:01,21:29,883,Niedostosowanie sie do znaku nakazu/zakazu,1
381,909,2001-02-12 00:00:01,11:09,254,Przekroczenie predkosci,20
382,45,2001-03-21 00:00:01,04:09,335,Gwaltowne hamowanie,1
383,292,2001-03-02 00:00:01,21:33,335,Niedostosowanie sie do znaku nakazu/zakazu,1
384,803,2001-05-24 00:00:01,19:56,265,Nieprzepisowa zmiana pasa ruchu,1
385,943,2001-01-18 00:00:01,08:56,781,Nieprzepisowa zmiana pasa ruchu,1
386,65,2001-03-12 00:00:01,12:04,599,Przekroczenie predkosci,10
387,48,2001-02-26 00:00:01,03:14,624,Niedostosowanie sie do znaku nakazu/zakazu,1
388,694,2001-03-25 00:00:01,06:42,528,Gwaltowne hamowanie,1
389,409,2001-05-29 00:00:01,07:49,559,Jazda na zbyt wysokich obrotach,3000
390,248,2001-01-23 00:00:01,10:55,479,Gwaltowne hamowanie,1
391,718,2001-03-02 00:00:01,06:23,669,Gwaltowne hamowanie,1
392,468,2001-05-18 00:00:01,14:03,397,Niedostosowanie sie do znaku nakazu/zakazu,1
393,417,2001-02-11 00:00:01,11:22,720,Gwaltowne hamowanie,1
394,917,2001-05-10 00:00:01,07:23,300,Gwaltowne hamowanie,1
395,116,2001-04-07 00:00:01,12:34,811,Przekroczenie predkosci,40
396,42,2001-03-27 00:00:01,04:53,938,Nieprzepisowa zmiana pasa ruchu,1
397,489,2001-04-28 00:00:01,23:29,230,Nieprzepisowa zmiana pasa ruchu,1
398,824,2001-01-05 00:00:01,21:29,860,Parking w niedozwolonym miejscu,1
399,229,2001-01-08 00:00:01,02:00,747,Gwaltowne hamowanie,1
400,951,2001-03-26 00:00:01,20:06,807,Parking w niedozwolonym miejscu,1
401,228,2001-01-12 00:00:01,11:48,187,Nieprzepisowa zmiana pasa ruchu,1
402,607,2001-02-09 00:00:01,10:15,183,Parking w niedozwolonym miejscu,1
403,390,2001-05-16 00:00:01,18:58,226,Nieprzepisowa zmiana pasa ruchu,1
404,218,2001-04-30 00:00:01,19:50,626,Przekroczenie predkosci,50
405,820,2001-04-12 00:00:01,10:06,379,Jazda na zbyt wysokich obrotach,1000
406,527,2001-02-25 00:00:01,11:12,625,Niedostosowanie sie do znaku nakazu/zakazu,1
407,329,2001-03-29 00:00:01,06:32,715,Nieprzepisowa zmiana pasa ruchu,1
408,479,2001-01-28 00:00:01,01:13,123,Niedostosowanie sie do znaku nakazu/zakazu,1
409,276,2001-04-05 00:00:01,13:04,807,Nieprzepisowa zmiana pasa ruchu,1
410,620,2001-02-11 00:00:01,02:31,526,Niedostosowanie sie do znaku nakazu/zakazu,1
411,353,2001-01-11 00:00:01,19:31,419,Jazda na zbyt wysokich obrotach,1000
412,302,2001-03-16 00:00:01,16:16,41,Nieprzepisowa zmiana pasa ruchu,1
413,205,2001-02-11 00:00:01,21:22,835,Nieprzepisowa zmiana pasa ruchu,1
414,271,2001-05-17 00:00:01,07:55,866,Nieprzepisowa zmiana pasa ruchu,1
415,217,2001-01-30 00:00:01,15:44,678,Niedostosowanie sie do znaku nakazu/zakazu,1
416,403,2001-05-22 00:00:01,02:36,175,Jazda na zbyt wysokich obrotach,2500
417,451,2001-02-01 00:00:01,06:18,424,Jazda na zbyt wysokich obrotach,3000
418,710,2001-02-26 00:00:01,14:15,82,Nieprzepisowa zmiana pasa ruchu,1
419,457,2001-02-22 00:00:01,19:30,460,Niedostosowanie sie do znaku nakazu/zakazu,1
420,994,2001-05-05 00:00:01,04:34,835,Gwaltowne hamowanie,1
421,832,2001-03-10 00:00:01,05:29,686,Przekroczenie predkosci,10
422,150,2001-02-01 00:00:01,17:58,413,Przekroczenie predkosci,10
423,755,2001-01-16 00:00:01,08:52,325,Parking w niedozwolonym miejscu,1
424,932,2001-05-23 00:00:01,20:05,664,Jazda na zbyt wysokich obrotach,2000
425,954,2001-04-11 00:00:01,18:57,20,Gwaltowne hamowanie,1
426,599,2001-03-26 00:00:01,03:07,235,Parking w niedozwolonym miejscu,1
427,129,2001-02-19 00:00:01,04:46,528,Jazda na zbyt wysokich obrotach,1000
428,687,2001-03-08 00:00:01,05:35,942,Jazda na zbyt wysokich obrotach,1500
429,751,2001-05-29 00:00:01,14:17,793,Niedostosowanie sie do znaku nakazu/zakazu,1
430,209,2001-04-27 00:00:01,22:00,401,Przekroczenie predkosci,50
431,288,2001-03-12 00:00:01,14:55,669,Parking w niedozwolonym miejscu,1
432,330,2001-04-16 00:00:01,04:26,766,Parking w niedozwolonym miejscu,1
433,339,2001-02-04 00:00:01,17:08,827,Nieprzepisowa zmiana pasa ruchu,1
434,852,2001-04-01 00:00:01,07:41,998,Gwaltowne hamowanie,1
435,194,2001-02-03 00:00:01,09:20,913,Przekroczenie predkosci,50
436,43,2001-04-10 00:00:01,21:15,769,Gwaltowne hamowanie,1
437,942,2001-01-26 00:00:01,00:29,52,Przekroczenie predkosci,40
438,79,2001-04-18 00:00:01,12:57,611,Gwaltowne hamowanie,1
439,322,2001-04-29 00:00:01,13:30,913,Nieprzepisowa zmiana pasa ruchu,1
440,919,2001-04-12 00:00:01,09:08,349,Jazda na zbyt wysokich obrotach,1000
441,366,2001-02-03 00:00:01,05:34,799,Nieprzepisowa zmiana pasa ruchu,1
442,192,2001-06-05 00:00:01,05:13,620,Jazda na zbyt wysokich obrotach,1500
443,679,2001-03-02 00:00:01,08:37,823,Niedostosowanie sie do znaku nakazu/zakazu,1
444,311,2001-02-23 00:00:01,07:00,699,Przekroczenie predkosci,50
445,973,2001-03-14 00:00:01,08:36,617,Przekroczenie predkosci,20
446,369,2001-02-10 00:00:01,12:52,261,Jazda na zbyt wysokich obrotach,2000
447,445,2001-04-13 00:00:01,22:06,914,Jazda na zbyt wysokich obrotach,1000
448,265,2001-04-24 00:00:01,08:42,89,Gwaltowne hamowanie,1
449,991,2001-04-30 00:00:01,08:32,249,Jazda na zbyt wysokich obrotach,1000
450,291,2001-03-06 00:00:01,09:02,444,Parking w niedozwolonym miejscu,1
451,253,2001-05-22 00:00:01,03:59,860,Niedostosowanie sie do znaku nakazu/zakazu,1
452,590,2001-05-11 00:00:01,14:26,993,Przekroczenie predkosci,20
453,522,2001-02-23 00:00:01,17:43,753,Przekroczenie predkosci,50
454,640,2001-04-09 00:00:01,11:43,221,Jazda na zbyt wysokich obrotach,1000
455,207,2001-03-23 00:00:01,00:48,113,Jazda na zbyt wysokich obrotach,2000
456,945,2001-01-04 00:00:01,09:37,885,Jazda na zbyt wysokich obrotach,2000
457,617,2001-05-06 00:00:01,07:26,952,Nieprzepisowa zmiana pasa ruchu,1
458,272,2001-02-23 00:00:01,18:56,928,Przekroczenie predkosci,10
459,816,2001-05-18 00:00:01,03:04,853,Gwaltowne hamowanie,1
460,614,2001-02-03 00:00:01,04:27,742,Niedostosowanie sie do znaku nakazu/zakazu,1
461,149,2001-02-01 00:00:01,20:53,204,Przekroczenie predkosci,20
462,86,2001-05-26 00:00:01,08:35,738,Parking w niedozwolonym miejscu,1
463,813,2001-03-17 00:00:01,18:50,132,Nieprzepisowa zmiana pasa ruchu,1
464,941,2001-03-22 00:00:01,12:05,449,Nieprzepisowa zmiana pasa ruchu,1
465,130,2001-02-22 00:00:01,16:32,519,Jazda na zbyt wysokich obrotach,1000
466,58,2001-03-26 00:00:01,18:23,386,Niedostosowanie sie do znaku nakazu/zakazu,1
467,809,2001-01-06 00:00:01,07:50,614,Gwaltowne hamowanie,1
468,839,2001-01-31 00:00:01,14:06,102,Gwaltowne hamowanie,1
469,490,2001-03-18 00:00:01,13:05,630,Przekroczenie predkosci,10
470,595,2001-05-06 00:00:01,18:21,183,Jazda na zbyt wysokich obrotach,1000
471,822,2001-04-26 00:00:01,12:58,274,Jazda na zbyt wysokich obrotach,1500
472,181,2001-05-12 00:00:01,13:19,155,Parking w niedozwolonym miejscu,1
473,302,2001-03-12 00:00:01,19:11,125,Nieprzepisowa zmiana pasa ruchu,1
474,506,2001-01-04 00:00:01,03:46,788,Nieprzepisowa zmiana pasa ruchu,1
475,124,2001-05-27 00:00:01,10:07,898,Gwaltowne hamowanie,1
476,38,2001-05-11 00:00:01,20:21,932,Gwaltowne hamowanie,1
477,156,2001-05-01 00:00:01,17:13,477,Nieprzepisowa zmiana pasa ruchu,1
478,694,2001-03-17 00:00:01,22:17,385,Parking w niedozwolonym miejscu,1
479,370,2001-01-24 00:00:01,08:47,764,Przekroczenie predkosci,10
480,981,2001-06-06 00:00:01,13:21,47,Nieprzepisowa zmiana pasa ruchu,1
481,70,2001-02-05 00:00:01,00:45,24,Nieprzepisowa zmiana pasa ruchu,1
482,249,2001-02-11 00:00:01,14:05,722,Przekroczenie predkosci,20
483,247,2001-01-17 00:00:01,03:14,452,Jazda na zbyt wysokich obrotach,2000
484,404,2001-01-03 00:00:01,09:58,162,Nieprzepisowa zmiana pasa ruchu,1
485,450,2001-03-23 00:00:01,08:00,42,Przekroczenie predkosci,40
486,332,2001-04-13 00:00:01,13:32,832,Nieprzepisowa zmiana pasa ruchu,1
487,986,2001-02-13 00:00:01,16:27,536,Gwaltowne hamowanie,1
488,662,2001-01-27 00:00:01,01:52,160,Parking w niedozwolonym miejscu,1
489,433,2001-06-04 00:00:01,21:45,988,Przekroczenie predkosci,20
490,893,2001-04-22 00:00:01,17:28,471,Przekroczenie predkosci,20
491,233,2001-06-05 00:00:01,20:29,695,Parking w niedozwolonym miejscu,1
492,223,2001-01-14 00:00:01,23:59,921,Nieprzepisowa zmiana pasa ruchu,1
493,932,2001-01-10 00:00:01,11:21,738,Jazda na zbyt wysokich obrotach,2500
494,731,2001-03-29 00:00:01,15:59,289,Jazda na zbyt wysokich obrotach,2000
495,623,2001-01-25 00:00:01,05:07,290,Parking w niedozwolonym miejscu,1
496,682,2001-05-01 00:00:01,11:01,39,Nieprzepisowa zmiana pasa ruchu,1
497,345,2001-01-17 00:00:01,17:54,784,Nieprzepisowa zmiana pasa ruchu,1
498,141,2001-05-27 00:00:01,21:54,976,Gwaltowne hamowanie,1
499,384,2001-01-06 00:00:01,01:15,437,Gwaltowne hamowanie,1
500,785,2001-01-13 00:00:01,05:55,781,Gwaltowne hamowanie,1
501,389,2001-04-29 00:00:01,14:25,506,Jazda na zbyt wysokich obrotach,1000
502,996,2001-02-27 00:00:01,07:00,651,Nieprzepisowa zmiana pasa ruchu,1
503,653,2001-01-04 00:00:01,11:49,586,Parking w niedozwolonym miejscu,1
504,19,2001-01-04 00:00:01,00:56,940,Niedostosowanie sie do znaku nakazu/zakazu,1
505,334,2001-01-11 00:00:01,00:53,798,Przekroczenie predkosci,20
506,55,2001-01-21 00:00:01,15:17,398,Nieprzepisowa zmiana pasa ruchu,1
507,173,2001-03-30 00:00:01,11:25,699,Parking w niedozwolonym miejscu,1
508,183,2001-05-14 00:00:01,19:23,474,Przekroczenie predkosci,20
509,955,2001-01-29 00:00:01,22:32,669,Niedostosowanie sie do znaku nakazu/zakazu,1
510,952,2001-02-25 00:00:01,07:50,735,Niedostosowanie sie do znaku nakazu/zakazu,1
511,6,2001-03-05 00:00:01,01:23,208,Niedostosowanie sie do znaku nakazu/zakazu,1
512,917,2001-04-13 00:00:01,08:02,862,Jazda na zbyt wysokich obrotach,3000
513,383,2001-03-16 00:00:01,16:40,316,Jazda na zbyt wysokich obrotach,2500
514,792,2001-04-19 00:00:01,01:39,155,Gwaltowne hamowanie,1
515,578,2001-01-12 00:00:01,21:08,866,Niedostosowanie sie do znaku nakazu/zakazu,1
516,967,2001-02-03 00:00:01,05:22,677,Przekroczenie predkosci,10
517,415,2001-01-27 00:00:01,18:00,365,Gwaltowne hamowanie,1
518,753,2001-05-07 00:00:01,22:54,441,Nieprzepisowa zmiana pasa ruchu,1
519,456,2001-03-19 00:00:01,16:06,826,Gwaltowne hamowanie,1
520,977,2001-03-13 00:00:01,14:31,613,Nieprzepisowa zmiana pasa ruchu,1
521,444,2001-04-28 00:00:01,00:59,181,Przekroczenie predkosci,30
522,205,2001-02-15 00:00:01,08:30,945,Parking w niedozwolonym miejscu,1
523,270,2001-01-21 00:00:01,01:11,728,Przekroczenie predkosci,50
524,431,2001-03-29 00:00:01,18:57,934,Jazda na zbyt wysokich obrotach,1500
525,935,2001-02-14 00:00:01,11:42,659,Nieprzepisowa zmiana pasa ruchu,1
526,926,2001-05-16 00:00:01,20:57,736,Parking w niedozwolonym miejscu,1
527,621,2001-04-05 00:00:01,09:46,76,Niedostosowanie sie do znaku nakazu/zakazu,1
528,25,2001-02-28 00:00:01,23:39,80,Nieprzepisowa zmiana pasa ruchu,1
529,681,2001-05-26 00:00:01,05:56,698,Parking w niedozwolonym miejscu,1
530,560,2001-05-22 00:00:01,18:17,741,Parking w niedozwolonym miejscu,1
531,426,2001-02-09 00:00:01,13:13,993,Niedostosowanie sie do znaku nakazu/zakazu,1
532,80,2001-05-14 00:00:01,02:30,61,Niedostosowanie sie do znaku nakazu/zakazu,1
533,571,2001-04-27 00:00:01,02:00,513,Nieprzepisowa zmiana pasa ruchu,1
534,454,2001-04-05 00:00:01,10:43,665,Gwaltowne hamowanie,1
535,437,2001-04-23 00:00:01,06:21,683,Gwaltowne hamowanie,1
536,151,2001-04-06 00:00:01,03:17,334,Przekroczenie predkosci,10
537,607,2001-04-12 00:00:01,23:43,831,Przekroczenie predkosci,20
538,356,2001-04-17 00:00:01,02:30,922,Gwaltowne hamowanie,1
539,562,2001-05-17 00:00:01,02:32,850,Niedostosowanie sie do znaku nakazu/zakazu,1
540,106,2001-02-25 00:00:01,12:18,352,Niedostosowanie sie do znaku nakazu/zakazu,1
541,982,2001-02-08 00:00:01,15:52,214,Gwaltowne hamowanie,1
542,533,2001-04-17 00:00:01,08:08,260,Przekroczenie predkosci,30
543,759,2001-03-26 00:00:01,20:05,525,Gwaltowne hamowanie,1
544,966,2001-01-23 00:00:01,17:12,651,Jazda na zbyt wysokich obrotach,1000
545,545,2001-01-24 00:00:01,04:52,226,Jazda na zbyt wysokich obrotach,1000
546,116,2001-04-30 00:00:01,06:58,306,Parking w niedozwolonym miejscu,1
547,448,2001-04-19 00:00:01,12:26,888,Parking w niedozwolonym miejscu,1
548,354,2001-04-20 00:00:01,12:37,171,Nieprzepisowa zmiana pasa ruchu,1
549,9,2001-05-29 00:00:01,11:36,259,Gwaltowne hamowanie,1
550,752,2001-03-31 00:00:01,12:58,449,Jazda na zbyt wysokich obrotach,1500
551,64,2001-01-25 00:00:01,04:30,733,Parking w niedozwolonym miejscu,1
552,281,2001-03-02 00:00:01,19:37,381,Jazda na zbyt wysokich obrotach,2000
553,55,2001-05-15 00:00:01,22:05,467,Przekroczenie predkosci,10
554,717,2001-05-16 00:00:01,22:59,301,Przekroczenie predkosci,40
555,402,2001-03-16 00:00:01,01:24,224,Nieprzepisowa zmiana pasa ruchu,1
556,224,2001-05-30 00:00:01,17:18,366,Parking w niedozwolonym miejscu,1
557,283,2001-05-05 00:00:01,01:32,530,Parking w niedozwolonym miejscu,1
558,813,2001-01-20 00:00:01,01:44,282,Nieprzepisowa zmiana pasa ruchu,1
559,335,2001-06-02 00:00:01,03:15,807,Jazda na zbyt wysokich obrotach,2500
560,33,2001-05-21 00:00:01,03:30,859,Parking w niedozwolonym miejscu,1
561,769,2001-01-05 00:00:01,03:55,166,Przekroczenie predkosci,40
562,216,2001-02-14 00:00:01,04:53,745,Gwaltowne hamowanie,1
563,774,2001-06-05 00:00:01,09:46,672,Niedostosowanie sie do znaku nakazu/zakazu,1
564,919,2001-04-07 00:00:01,10:41,974,Gwaltowne hamowanie,1
565,273,2001-03-30 00:00:01,08:58,117,Nieprzepisowa zmiana pasa ruchu,1
566,886,2001-02-20 00:00:01,03:57,801,Przekroczenie predkosci,20
567,422,2001-04-22 00:00:01,12:33,109,Gwaltowne hamowanie,1
568,161,2001-03-30 00:00:01,03:46,889,Jazda na zbyt wysokich obrotach,3000
569,996,2001-03-23 00:00:01,09:02,272,Jazda na zbyt wysokich obrotach,2500
570,436,2001-02-22 00:00:01,15:02,712,Parking w niedozwolonym miejscu,1
571,469,2001-03-16 00:00:01,20:02,758,Parking w niedozwolonym miejscu,1
572,988,2001-03-23 00:00:01,01:43,849,Parking w niedozwolonym miejscu,1
573,329,2001-04-02 00:00:01,00:13,322,Gwaltowne hamowanie,1
574,752,2001-03-08 00:00:01,01:59,429,Parking w niedozwolonym miejscu,1
575,147,2001-03-30 00:00:01,10:13,883,Parking w niedozwolonym miejscu,1
576,183,2001-04-24 00:00:01,19:03,351,Parking w niedozwolonym miejscu,1
577,505,2001-03-25 00:00:01,03:49,744,Nieprzepisowa zmiana pasa ruchu,1
578,446,2001-02-16 00:00:01,08:41,996,Parking w niedozwolonym miejscu,1
579,424,2001-03-30 00:00:01,21:19,476,Nieprzepisowa zmiana pasa ruchu,1
580,311,2001-02-19 00:00:01,02:36,515,Przekroczenie predkosci,30
581,477,2001-01-08 00:00:01,19:31,958,Niedostosowanie sie do znaku nakazu/zakazu,1
582,422,2001-04-17 00:00:01,05:25,696,Nieprzepisowa zmiana pasa ruchu,1
583,736,2001-04-21 00:00:01,08:37,819,Nieprzepisowa zmiana pasa ruchu,1
584,437,2001-03-17 00:00:01,02:22,253,Jazda na zbyt wysokich obrotach,3000
585,882,2001-05-21 00:00:01,10:23,794,Nieprzepisowa zmiana pasa ruchu,1
586,493,2001-01-11 00:00:01,09:24,903,Nieprzepisowa zmiana pasa ruchu,1
587,863,2001-05-13 00:00:01,07:05,343,Nieprzepisowa zmiana pasa ruchu,1
588,707,2001-05-01 00:00:01,11:49,18,Nieprzepisowa zmiana pasa ruchu,1
589,864,2001-02-24 00:00:01,18:49,712,Przekroczenie predkosci,30
590,486,2001-01-04 00:00:01,22:14,96,Parking w niedozwolonym miejscu,1
591,289,2001-03-12 00:00:01,11:21,247,Niedostosowanie sie do znaku nakazu/zakazu,1
592,500,2001-05-09 00:00:01,11:09,332,Gwaltowne hamowanie,1
593,793,2001-04-09 00:00:01,23:54,950,Przekroczenie predkosci,50
594,985,2001-05-18 00:00:01,03:54,313,Przekroczenie predkosci,50
595,49,2001-05-25 00:00:01,13:31,195,Jazda na zbyt wysokich obrotach,3000
596,494,2001-04-20 00:00:01,23:37,80,Nieprzepisowa zmiana pasa ruchu,1
597,91,2001-03-26 00:00:01,13:54,835,Jazda na zbyt wysokich obrotach,2500
598,667,2001-05-15 00:00:01,20:28,913,Gwaltowne hamowanie,1
599,754,2001-02-10 00:00:01,03:55,309,Nieprzepisowa zmiana pasa ruchu,1
600,328,2001-04-10 00:00:01,18:08,890,Nieprzepisowa zmiana pasa ruchu,1
601,738,2001-02-26 00:00:01,13:53,807,Jazda na zbyt wysokich obrotach,1500
602,722,2001-01-05 00:00:01,03:28,35,Nieprzepisowa zmiana pasa ruchu,1
603,149,2001-05-14 00:00:01,01:17,997,Przekroczenie predkosci,20
604,40,2001-01-01 00:00:01,21:24,131,Parking w niedozwolonym miejscu,1
605,242,2001-04-07 00:00:01,19:18,940,Gwaltowne hamowanie,1
606,684,2001-01-03 00:00:01,14:30,903,Gwaltowne hamowanie,1
607,184,2001-01-01 00:00:01,19:35,46,Jazda na zbyt wysokich obrotach,2500
608,113,2001-04-21 00:00:01,20:07,909,Przekroczenie predkosci,20
609,773,2001-01-09 00:00:01,06:30,647,Przekroczenie predkosci,50
610,364,2001-03-03 00:00:01,21:19,408,Nieprzepisowa zmiana pasa ruchu,1
611,226,2001-01-16 00:00:01,16:20,116,Jazda na zbyt wysokich obrotach,3000
612,407,2001-05-19 00:00:01,00:52,132,Przekroczenie predkosci,10
613,766,2001-03-06 00:00:01,09:10,584,Niedostosowanie sie do znaku nakazu/zakazu,1
614,272,2001-02-17 00:00:01,16:22,382,Przekroczenie predkosci,50
615,573,2001-05-17 00:00:01,10:48,501,Niedostosowanie sie do znaku nakazu/zakazu,1
616,445,2001-02-03 00:00:01,06:44,713,Przekroczenie predkosci,10
617,905,2001-03-30 00:00:01,22:15,366,Jazda na zbyt wysokich obrotach,1500
618,794,2001-02-19 00:00:01,13:30,395,Nieprzepisowa zmiana pasa ruchu,1
619,106,2001-04-09 00:00:01,21:23,850,Niedostosowanie sie do znaku nakazu/zakazu,1
620,752,2001-03-15 00:00:01,14:01,887,Parking w niedozwolonym miejscu,1
621,237,2001-03-01 00:00:01,16:35,245,Gwaltowne hamowanie,1
622,502,2001-03-03 00:00:01,06:59,816,Przekroczenie predkosci,30
623,3,2001-05-23 00:00:01,01:47,639,Niedostosowanie sie do znaku nakazu/zakazu,1
624,494,2001-02-03 00:00:01,21:39,185,Niedostosowanie sie do znaku nakazu/zakazu,1
625,315,2001-01-19 00:00:01,10:44,191,Gwaltowne hamowanie,1
626,795,2001-05-03 00:00:01,22:40,723,Nieprzepisowa zmiana pasa ruchu,1
627,772,2001-03-02 00:00:01,06:16,971,Niedostosowanie sie do znaku nakazu/zakazu,1
628,57,2001-05-22 00:00:01,16:31,217,Jazda na zbyt wysokich obrotach,2000
629,56,2001-03-17 00:00:01,14:44,789,Przekroczenie predkosci,40
630,73,2001-05-25 00:00:01,22:50,613,Nieprzepisowa zmiana pasa ruchu,1
631,467,2001-04-22 00:00:01,16:49,305,Parking w niedozwolonym miejscu,1
632,804,2001-03-13 00:00:01,14:41,669,Przekroczenie predkosci,10
633,625,2001-01-09 00:00:01,01:32,38,Parking w niedozwolonym miejscu,1
634,782,2001-04-21 00:00:01,12:27,680,Jazda na zbyt wysokich obrotach,2500
635,935,2001-01-30 00:00:01,22:34,139,Parking w niedozwolonym miejscu,1
636,928,2001-03-28 00:00:01,22:29,584,Gwaltowne hamowanie,1
637,639,2001-03-21 00:00:01,20:47,532,Gwaltowne hamowanie,1
638,963,2001-02-03 00:00:01,00:33,558,Przekroczenie predkosci,50
639,160,2001-05-03 00:00:01,04:21,560,Przekroczenie predkosci,50
640,397,2001-04-19 00:00:01,07:59,893,Parking w niedozwolonym miejscu,1
641,167,2001-03-10 00:00:01,15:46,422,Jazda na zbyt wysokich obrotach,2000
642,548,2001-02-19 00:00:01,14:07,426,Przekroczenie predkosci,20
643,635,2001-02-22 00:00:01,12:37,48,Jazda na zbyt wysokich obrotach,1500
644,328,2001-01-06 00:00:01,19:50,191,Parking w niedozwolonym miejscu,1
645,858,2001-04-18 00:00:01,15:06,398,Przekroczenie predkosci,10
646,167,2001-05-19 00:00:01,03:58,254,Jazda na zbyt wysokich obrotach,2000
647,803,2001-06-04 00:00:01,18:42,316,Przekroczenie predkosci,40
648,935,2001-04-13 00:00:01,16:05,573,Parking w niedozwolonym miejscu,1
649,467,2001-03-19 00:00:01,15:35,78,Nieprzepisowa zmiana pasa ruchu,1
650,556,2001-03-07 00:00:01,12:01,723,Jazda na zbyt wysokich obrotach,2500
651,516,2001-06-03 00:00:01,01:18,477,Nieprzepisowa zmiana pasa ruchu,1
652,808,2001-01-28 00:00:01,14:48,70,Niedostosowanie sie do znaku nakazu/zakazu,1
653,216,2001-01-18 00:00:01,07:34,240,Gwaltowne hamowanie,1
654,2,2001-05-25 00:00:01,18:50,113,Niedostosowanie sie do znaku nakazu/zakazu,1
655,525,2001-03-20 00:00:01,08:19,396,Nieprzepisowa zmiana pasa ruchu,1
656,597,2001-03-12 00:00:01,13:50,505,Niedostosowanie sie do znaku nakazu/zakazu,1
